id,year
BI-1887-1463-127B,1643
BI-1887-1463-127C,1653
BI-1887-1463-128A,1648
BI-1887-1463-128,1648
BI-1887-1463-128B,1656
BI-1887-1463-128C,1648
BI-1887-1463-129,1626
BI-1887-1463-129A,1660
BI-1887-1463-129B,1626
BI-1887-1463-129C,1660
BI-1887-1463-130,1660
BI-1887-1463-130A,1660
BI-1887-1463-130B,1661
BI-1887-1463-130C,1660
BI-1887-1463-131(R),1617
BI-1887-1463-131X,1648
BI-1887-1463-132,1615
BI-1887-1463-133,1662
BI-1887-1463-134,1600
BI-1887-1463-135,1633
BI-1887-1463-136,1594
BI-1887-1463-137,1648
BI-1887-1463-137A,1650
BI-1887-1463-138,1652
BI-1887-1463-137B,1648
BI-1887-1463-138A,1655
BI-1887-1463-138B,1652
BI-1887-1463-139,1594
BI-1887-1463-139A,1622
BI-1887-1463-139B,1594
BI-1887-1463-140,1651
BI-1887-1463-140B,1651
BI-1887-1463-141,1643
BI-1887-1463-140A,1653
BI-1887-1463-142,1643
BI-1887-1463-144,1632
BI-1887-1463-143,1679
BI-1887-1463-145,1660
BI-1887-1463-145A,1660
BI-1887-1463-145B,1660
BI-1887-1463-147,1620
BI-1887-1463-146,1617
BI-1887-1463-146B(R),1617
BI-1887-1463-148,1648
BI-1887-1463-146A,1633
BI-1887-1463-149,1651
BI-1887-1463-149A,1651
BI-1887-1463-149B,1651
BI-1887-1463-149X,1655
BI-1887-1463-149XB,1655
BI-1887-1463-149XA,1655
BI-1887-1463-150,1655
BI-1887-1463-151,1661
BI-1887-1463-152,1660
BI-1887-1463-152B,1660
BI-1887-1463-15,1658
BI-1887-1463-152A,1660
BI-1887-1463-153,1594
BI-1887-1463-154,1643
BI-1887-1463-154A,1643
BI-1887-1463-154B,1660
BI-1887-1463-156,1600
BI-1887-1463-156A,1655
BI-1887-1463-155B,1651
BI-1887-1463-155C,1654
BI-1887-1463-155,1651
BI-1887-1463-156C,1600
BI-1887-1463-156B,1645
BI-1887-1463-155A,1651
BI-1887-1463-157,1646
BI-1887-1463-157A,1649
BI-1887-1463-157B,1646
BI-1887-1463-16,1660
BI-1887-1463-17,1661
BI-1887-1463-18,1660
BI-1887-1463-19,1660
BI-1887-1463-2,1660
BI-1887-1463-181,1659
BI-1887-1463-21,1660
BI-1887-1463-22,1660
BI-1887-1463-20,1660
BI-1887-1463-23,1643
BI-1887-1463-24,1643
BI-1887-1463-23A,1643
BI-1887-1463-23B,1660
BI-1887-1463-24A,1643
BI-1887-1463-24B,1660
BI-1887-1463-25,1660
BI-1887-1463-32,1660
BI-1887-1463-27,1661
BI-1887-1463-29,1661
BI-1887-1463-30,1660
BI-1887-1463-31,1660
BI-1887-1463-33,1660
BI-1887-1463-34,1661
BI-1887-1463-36,1656
BI-1887-1463-35,1654
BI-1887-1463-37,1655
BI-1887-1463-40,1660
BI-1887-1463-39,1655
BI-1887-1463-38,1655
BI-1887-1463-41,1624
BI-1887-1463-42A,1660
BI-1887-1463-42,1660
BI-1887-1463-42C,1660
BI-1887-1463-42B,1660
BI-1887-1463-46,1665
BI-1887-1463-45,1665
BI-1887-1463-47,1659
BI-1887-1463-44,1665
BI-1887-1463-43,1633
BI-1887-1463-48,1655
BI-1887-1463-49,1660
BI-1887-1463-50,1651
BI-1887-1463-50A,1660
BI-1887-1463-50C,1651
BI-1887-1463-51,1660
BI-1887-1463-50B,1660
BI-1887-1463-51A,1660
BI-1887-1463-51B,1661
BI-1887-1463-52,1615
BI-1887-1463-52B,1615
BI-1887-1463-54,1658
BI-1887-1463-53,1653
BI-1887-1463-52A,1654
BI-1887-1463-55,1659
BI-1887-1463-56A,1657
BI-1887-1463-56,1657
BI-1887-1463-56B,1657
BI-1887-1463-57,1657
BI-1887-1463-57A,1657
BI-1887-1463-57B,1657
BI-1887-1463-57C,1657
BI-1887-1463-58,1657
BI-1887-1463-58A,1657
BI-1887-1463-59,1657
BI-1887-1463-58B,1657
BI-1887-1463-59A,1657
BI-1887-1463-59B,1657
BI-1887-1463-60,1656
BI-1887-1463-62,1660
BI-1887-1463-61,1660
BI-1887-1463-63,1669
BI-1887-1463-64,1669
BI-1887-1463-65,1655
BI-1887-1463-65A,1655
BI-1887-1463-65B,1655
BI-1887-1463-66,1648
BI-1887-1463-66A,1648
BI-1887-1463-66B,1648
BI-1887-1463-67,1643
BI-1887-1463-68,1677
BI-1887-1463-70,1674
BI-1887-1463-69,1679
BI-1887-1463-71,1670
BI-1887-1463-72,1672
BI-1887-1463-77,1660
BI-1887-1463-74,1669
BI-1887-1463-77A,1660
BI-1887-1463-75,1664
BI-1887-1463-77B,1661
BI-1887-1463-76,1671
BI-1887-1463-79,1667
BI-1887-1463-8,1660
BI-1887-1463-81,1667
BI-1887-1463-86,1660
BI-1887-1463-83,1667
BI-1887-1463-84,1670
BI-1887-1463-87,1670
BI-1887-1463-88,1670
BI-1887-1463-89,1670
BI-1887-1463-90,1670
BI-1887-1463-91,1675
BI-1887-1463-92,1680
BI-1887-1463-93,1670
BI-1887-1463-94A,1654
BI-1887-1463-96,1671
BI-1887-1463-96A,1656
BI-1887-1463-98(R),1655
BI-1887-1463-97,1671
BI-1887-1463-99,1655
BI-1890-1950-0,1646
BI-1890-1950-11,1646
BI-1890-1950-12(V),1646
BI-1890-1950-1,1646
BI-1890-1950-10,1648
BI-1890-1950-13,1649
BI-1890-1950-12(R),1649
BI-1890-1950-14,1650
BI-1890-1950-15,1646
BI-1890-1950-16,1650
BI-1890-1950-17,1650
BI-1890-1950-18(R),1646
BI-1890-1950-18(V),1646
BI-1890-1950-19(R),1646
BI-1890-1950-19(V),1646
BI-1890-1950-2,1646
BI-1890-1950-20(V),1650
BI-1890-1950-21(R),1650
BI-1890-1950-20(R),1650
BI-1890-1950-21(V),1650
BI-1890-1950-22(R),1650
BI-1890-1950-23(R),1646
BI-1890-1950-23(V),1646
BI-1890-1950-22(V),1646
BI-1890-1950-24(R),1646
BI-1890-1950-24(V),1646
BI-1890-1950-25(V),1646
BI-1890-1950-25(R),1648
BI-1890-1950-26,1646
BI-1890-1950-27,1648
BI-1890-1950-27,1648
BI-1890-1950-29,1646
BI-1890-1950-5,1649
BI-1890-1950-4,1649
BI-1890-1950-6(R),1649
BI-1890-1950-6(V),1649
BI-1890-1950-3,1646
BI-1890-1950-7(R),1649
BI-1890-1950-7(V),1649
BI-1890-1950-8,1646
BI-1890-1950-9,1649
BI-1890-1952-10,1652
BI-1890-1952-10,1652
BI-1890-1952-103(R),1659
BI-1890-1952-1,1652
BI-1890-1952-1,1652
BI-1890-1952-100,1659
BI-1890-1952-101,1659
BI-1890-1952-102,1659
BI-1890-1952-104,1659
BI-1890-1952-105,1660
BI-1890-1952-106,1650
BI-1890-1952-107,1659
BI-1890-1952-108,1667
BI-1890-1952-109(V),1667
BI-1890-1952-109(R),1660
BI-1890-1952-11,1652
BI-1890-1952-11,1652
BI-1890-1952-110,1667
BI-1890-1952-111,1659
BI-1890-1952-111,1659
BI-1890-1952-112,1661
BI-1890-1952-113,1661
BI-1890-1952-13,1652
BI-1890-1952-13,1652
BI-1890-1952-12,1652
BI-1890-1952-12,1652
BI-1890-1952-14,1652
BI-1890-1952-14,1652
BI-1890-1952-18,1652
BI-1890-1952-18,1652
BI-1890-1952-15,1652
BI-1890-1952-15,1652
BI-1890-1952-16,1652
BI-1890-1952-16,1652
BI-1890-1952-17,1652
BI-1890-1952-17,1652
BI-1890-1952-19,1652
BI-1890-1952-19,1652
BI-1890-1952-2,1659
BI-1890-1952-2,1659
BI-1890-1952-20,1652
BI-1890-1952-20,1652
BI-1890-1952-21,1652
BI-1890-1952-21,1652
BI-1890-1952-22,1652
BI-1890-1952-22,1652
BI-1890-1952-24,1653
BI-1890-1952-24,1653
BI-1890-1952-23,1653
BI-1890-1952-23,1653
BI-1890-1952-25,1653
BI-1890-1952-28,1653
BI-1890-1952-28,1653
BI-1890-1952-27,1653
BI-1890-1952-27,1653
BI-1890-1952-26,1653
BI-1890-1952-26,1653
BI-1890-1952-29,1653
BI-1890-1952-29,1653
BI-1890-1952-3,1660
BI-1890-1952-30,1653
BI-1890-1952-30,1653
BI-1890-1952-31,1653
BI-1890-1952-31,1653
BI-1890-1952-32,1653
BI-1890-1952-32,1653
BI-1890-1952-33,1653
BI-1890-1952-33,1653
BI-1890-1952-34(R),1653
BI-1890-1952-34(R),1653
BI-1890-1952-34(V),1653
BI-1890-1952-36,1653
BI-1890-1952-36,1653
BI-1890-1952-37(R),1652
BI-1890-1952-35,1653
BI-1890-1952-35,1653
BI-1890-1952-37(V),1652
BI-1890-1952-38(R),1652
BI-1890-1952-38(V),1652
BI-1890-1952-41(V),1654
BI-1890-1952-4,1660
BI-1890-1952-39(V),1659
BI-1890-1952-39(V),1659
BI-1890-1952-40(V),1657
BI-1890-1952-39(R),1654
BI-1890-1952-41(R),1654
BI-1890-1952-40(R),1660
BI-1890-1952-42,1654
BI-1890-1952-42,1654
BI-1890-1952-43,1654
BI-1890-1952-43,1654
BI-1890-1952-44,1654
BI-1890-1952-44,1654
BI-1890-1952-45,1654
BI-1890-1952-45,1654
BI-1890-1952-46,1654
BI-1890-1952-46,1654
BI-1890-1952-48,1654
BI-1890-1952-48,1654
BI-1890-1952-49,1654
BI-1890-1952-49,1654
BI-1890-1952-5,1652
BI-1890-1952-5,1652
BI-1890-1952-47,1654
BI-1890-1952-47,1654
BI-1890-1952-50(R),1654
BI-1890-1952-50(R),1654
BI-1890-1952-50(V),1654
BI-1890-1952-52,1654
BI-1890-1952-52,1654
BI-1890-1952-51,1654
BI-1890-1952-51,1654
BI-1890-1952-53,1654
BI-1890-1952-56,1654
BI-1890-1952-56,1654
BI-1890-1952-57,1654
BI-1890-1952-57,1654
BI-1890-1952-55,1654
BI-1890-1952-55,1654
BI-1890-1952-58,1654
BI-1890-1952-58,1654
BI-1890-1952-54,1654
BI-1890-1952-54,1654
BI-1890-1952-59,1654
BI-1890-1952-59,1654
BI-1890-1952-6,1652
BI-1890-1952-6,1652
BI-1890-1952-60,1654
BI-1890-1952-60,1654
BI-1890-1952-61,1654
BI-1890-1952-61,1654
BI-1890-1952-62(R),1654
BI-1890-1952-62(R),1654
BI-1890-1952-64,1654
BI-1890-1952-64,1654
BI-1890-1952-63,1654
BI-1890-1952-63,1654
BI-1890-1952-62(V),1654
BI-1890-1952-66,1654
BI-1890-1952-66,1654
BI-1890-1952-67,1654
BI-1890-1952-67,1654
BI-1890-1952-65,1654
BI-1890-1952-68,1654
BI-1890-1952-68,1654
BI-1890-1952-69,1654
BI-1890-1952-69,1654
BI-1890-1952-7,1652
BI-1890-1952-7,1652
BI-1890-1952-70,1654
BI-1890-1952-70,1654
BI-1890-1952-72,1654
BI-1890-1952-72,1654
BI-1890-1952-74(V),1654
BI-1890-1952-71,1654
BI-1890-1952-71,1654
BI-1890-1952-75,1654
BI-1890-1952-75,1654
BI-1890-1952-73,1654
BI-1890-1952-73,1654
BI-1890-1952-74(R),1654
BI-1890-1952-74(R),1654
BI-1890-1952-76,1654
BI-1890-1952-76,1654
BI-1890-1952-78,1654
BI-1890-1952-77,1654
BI-1890-1952-79,1658
BI-1890-1952-79,1658
BI-1890-1952-80,1658
BI-1890-1952-8,1652
BI-1890-1952-8,1652
BI-1890-1952-82,1658
BI-1890-1952-84,1658
BI-1890-1952-84,1658
BI-1890-1952-81,1658
BI-1890-1952-81,1658
BI-1890-1952-83,1658
BI-1890-1952-83,1658
BI-1890-1952-85(R),1658
BI-1890-1952-85(R),1658
BI-1890-1952-85(V),1658
BI-1890-1952-86(R),1658
BI-1890-1952-87,1658
BI-1890-1952-88(V),1658
BI-1890-1952-88(R),1658
BI-1890-1952-88(R),1658
BI-1890-1952-89(R),1654
BI-1890-1952-9,1652
BI-1890-1952-9,1652
BI-1890-1952-90(R),1659
BI-1890-1952-90(V),1654
BI-1890-1952-91,1659
BI-1890-1952-92,1652
BI-1890-1952-94(R),1658
BI-1890-1952-94(R),1658
BI-1890-1952-93,1659
BI-1890-1952-93,1659
BI-1890-1952-94(V),1658
BI-1890-1952-95(R),1659
BI-1890-1952-95(R),1659
BI-1890-1952-95(V),1659
BI-1890-1952-96,1656
BI-1890-1952-97,1656
BI-1890-1952-97,1656
BI-1890-1952-99,1659
BI-1890-1952-98,1659
BI-1890-1952-II,1660
BI-1890-1952-III(R),1660
BI-1890-1952-I(R),1660
BI-1890-1952-I(V),1660
BI-1890-1952-III(V),1660
BI-1897-387-A-10,1691
BI-1897-387-A,1691
BI-1897-387-A-1,1723
BI-1897-387-A-12,1691
BI-1897-387-A-11,1724
BI-1897-387-A-14,1707
BI-1897-387-A-15,1724
BI-1897-387-A-16,1723
BI-1897-387-A-17,1724
BI-1897-387-A-18,1691
BI-1897-387-A-4,1707
BI-1897-387-A-2,1724
BI-1897-387-A-3,1724
BI-1897-387-A-5,1734
BI-1897-387-A-6,1724
BI-1897-387-A-7,1724
BI-1897-387-A-9,1691
BI-1897-387-A-8,1724
BI-1921-294-103(R),1500
BI-1921-294-13(R),1500
BI-1921-294-14(V),1500
BI-1921-294-185(V),1500
BI-1921-294-186(R),1500
BI-1921-294-70(R),1500
BI-1921-294-97(R),1500
BI-B-FM-007-0,1608
BI-B-FM-018B,1657
BI-B-FM-018-2,1656
BI-B-FM-018-1,1656
BI-B-FM-039,1599
BI-B-FM-041,1598
BI-B-FM-038,1598
BI-B-FM-046,1608
BI-B-FM-071-1,1713
BI-B-FM-071-10,1713
BI-B-FM-071-101,1713
BI-B-FM-071-100,1713
BI-B-FM-071-102,1713
BI-B-FM-071-103,1713
BI-B-FM-071-104,1713
BI-B-FM-071-105,1713
BI-B-FM-071-106,1713
BI-B-FM-071-107,1713
BI-B-FM-071-108,1713
BI-B-FM-071-109,1713
BI-B-FM-071-11,1713
BI-B-FM-071-111,1713
BI-B-FM-071-113,1713
BI-B-FM-071-112,1713
BI-B-FM-071-110,1713
BI-B-FM-071-114,1713
BI-B-FM-071-115,1713
BI-B-FM-071-116,1713
BI-B-FM-071-117,1713
BI-B-FM-071-118,1713
BI-B-FM-071-119,1713
BI-B-FM-071-120,1713
BI-B-FM-071-121,1713
BI-B-FM-071-122,1713
BI-B-FM-071-12,1713
BI-B-FM-071-123,1713
BI-B-FM-071-124,1713
BI-B-FM-071-125,1713
BI-B-FM-071-126,1713
BI-B-FM-071-127,1713
BI-B-FM-071-128,1713
BI-B-FM-071-129,1713
BI-B-FM-071-130,1713
BI-B-FM-071-13,1713
BI-B-FM-071-14,1713
BI-B-FM-071-15,1713
BI-B-FM-071-16,1713
BI-B-FM-071-17,1713
BI-B-FM-071-18,1713
BI-B-FM-071-2,1713
BI-B-FM-071-19,1713
BI-B-FM-071-20,1713
BI-B-FM-071-21,1713
BI-B-FM-071-22,1713
BI-B-FM-071-23,1713
BI-B-FM-071-24,1713
BI-B-FM-071-25,1713
BI-B-FM-071-26,1713
BI-B-FM-071-27,1713
BI-B-FM-071-28,1713
BI-B-FM-071-3,1713
BI-B-FM-071-30,1713
BI-B-FM-071-32,1713
BI-B-FM-071-33,1713
BI-B-FM-071-29,1713
BI-B-FM-071-31,1713
BI-B-FM-071-34,1713
BI-B-FM-071-35,1713
BI-B-FM-071-36,1713
BI-B-FM-071-37,1713
BI-B-FM-071-38,1713
BI-B-FM-071-39,1713
BI-B-FM-071-4,1713
BI-B-FM-071-40,1713
BI-B-FM-071-41,1713
BI-B-FM-071-42,1713
BI-B-FM-071-43,1713
BI-B-FM-071-44,1713
BI-B-FM-071-45,1713
BI-B-FM-071-46,1713
BI-B-FM-071-47,1713
BI-B-FM-071-5,1713
BI-B-FM-071-49,1713
BI-B-FM-071-48,1713
BI-B-FM-071-50,1713
BI-B-FM-071-51,1713
BI-B-FM-071-52,1713
BI-B-FM-071-53,1713
BI-B-FM-071-54,1713
BI-B-FM-071-55,1713
BI-B-FM-071-57,1713
BI-B-FM-071-56,1713
BI-B-FM-071-58,1713
BI-B-FM-071-59,1713
BI-B-FM-071-60,1713
BI-B-FM-071-61,1713
BI-B-FM-071-62,1713
BI-B-FM-071-6,1713
BI-B-FM-071-63,1713
BI-B-FM-071-64,1713
BI-B-FM-071-65,1713
BI-B-FM-071-66,1713
BI-B-FM-071-68,1713
BI-B-FM-071-67,1713
BI-B-FM-071-69,1713
BI-B-FM-071-70,1713
BI-B-FM-071-7,1713
BI-B-FM-071-72,1713
BI-B-FM-071-71,1713
BI-B-FM-071-73,1713
BI-B-FM-071-74,1713
BI-B-FM-071-75,1713
BI-B-FM-071-77,1713
BI-B-FM-071-76,1713
BI-B-FM-071-78,1713
BI-B-FM-071-79,1713
BI-B-FM-071-8,1713
BI-B-FM-071-80,1713
BI-B-FM-071-81,1713
BI-B-FM-071-82,1713
BI-B-FM-071-83,1713
BI-B-FM-071-84,1713
BI-B-FM-071-85,1713
BI-B-FM-071-86,1713
BI-B-FM-071-87,1713
BI-B-FM-071-88,1713
BI-B-FM-071-89,1713
BI-B-FM-071-9,1713
BI-B-FM-071-90,1713
BI-B-FM-071-91,1713
BI-B-FM-071-92,1713
BI-B-FM-071-95,1713
BI-B-FM-071-93,1713
BI-B-FM-071-97,1713
BI-B-FM-071-94,1713
BI-B-FM-071-96,1713
BI-B-FM-071-98,1713
BI-B-FM-071-99,1713
BI-B-FM-096-1,1795
BI-B-FM-096-10,1795
BI-B-FM-096-11,1795
BI-B-FM-096-13,1795
BI-B-FM-096-17,1795
BI-B-FM-096-12,1795
BI-B-FM-096-18,1795
BI-B-FM-096-14,1795
BI-B-FM-096-15,1795
BI-B-FM-096-16,1795
BI-B-FM-096-19,1795
BI-B-FM-096-2,1795
BI-B-FM-096-20,1795
BI-B-FM-096-3,1795
BI-B-FM-096-4,1795
BI-B-FM-096-6,1795
BI-B-FM-096-5,1795
BI-B-FM-096-7,1795
BI-B-FM-096-8,1795
BI-B-FM-096-9,1795
BI-B-FM-097-1,1799
BI-B-FM-097-10,1799
BI-B-FM-097-12,1799
BI-B-FM-097-11,1799
BI-B-FM-097-13,1799
BI-B-FM-097-14,1799
BI-B-FM-097-16,1799
BI-B-FM-097-15,1799
BI-B-FM-097-17,1799
BI-B-FM-097-18,1799
BI-B-FM-097-19,1799
BI-B-FM-097-2,1799
BI-B-FM-097-20,1799
BI-B-FM-097-3,1799
BI-B-FM-097-5,1799
BI-B-FM-097-7,1799
BI-B-FM-097-4,1799
BI-B-FM-097-6,1799
BI-B-FM-097-8,1799
BI-B-FM-097-9,1799
BK-14560-W-2,1782
BK-14560-W-1,1774
BK-14656-309,1850
BK-14656-310,1850
BK-14656-311,1850
BK-14656-312,1850
BK-15312,1670
BK-15358-A,1750
BK-15358-B,1750
BK-15397,1590
BK-15396,1590
BK-15504-A,1515
BK-15504-B,1515
BK-15530-A,1805
BK-15530,1805
BK-16012,1520
BK-16013,1500
BK-16054,1782
BK-16127,1610
BK-16383,1480
BK-16393,1725
BK-16430,1650
BK-16502,1600
BK-16546-A,1350
BK-16546-B,1350
BK-16547-A,1500
BK-16547-B,1500
BK-16910,1230
BK-16911,1200
BK-16915,1250
BK-16913,1400
BK-16912,1375
BK-16914,1200
BK-16917,1200
BK-16916,1200
BK-16938,1600
BK-16939,1600
BK-16986-A,1485
BK-16986-B,1485
BK-17108,1600
BK-17205,1225
BK-17240,1480
BK-17241-A,1530
BK-17241-B,1530
BK-17495,1735
BK-17507-A,1767
BK-17507-B,1767
BK-17509-A,1768
BK-17509-B,1768
BK-18898,1500
BK-1954-44,1547
BK-1955-18,1515
BK-1956-8,1500
BK-1957-20,1600
BK-1958-88,1780
BK-1959-2,1600
BK-1959-4,1525
BK-1959-5,1500
BK-1959-61,1611
BK-1961-48,1480
BK-1961-47,1350
BK-1961-59,1610
BK-1963-23,1225
BK-1964-8,1260
BK-1965-181-A,1752
BK-1965-181-B,1752
BK-1967-150,1900
BK-1968-115,1727
BK-1968-148,1755
BK-1969-4,1610
BK-1971-16,1755
BK-1973-205,1900
BK-1973-207,1749
BK-1975-112,1752
BK-1975-35,1755
BK-1975-70,1520
BK-1976-49,1770
BK-1977-24,1570
BK-1977-63,1718
BK-1977-66,1706
BK-1977-67,1779
BK-1978-171,1762
BK-1978-36,1673
BK-1979-33-A-1,1920
BK-1979-33-A-2,1920
BK-1979-33-A-4,1920
BK-1979-33-A-3,1920
BK-1979-33-A-5,1920
BK-1979-84-A-1,1912
BK-1980-156,1910
BK-1981-70,1765
BK-1984-30,1760
BK-1984-62,1860
BK-1984-63,1875
BK-1984-64,1880
BK-1987-21,1540
BK-1989-18-A,1700
BK-1989-18-B,1700
BK-1994-29,1600
BK-1997-45,1889
BK-1998-74,1680
BK-2002-28,1655
BK-2003-8,1690
BK-2005-1,1609
BK-2005-9,1780
BK-2006-10-A,1781
BK-2006-11,1781
BK-2006-12,1781
BK-2006-13,1781
BK-2006-25,1700
BK-2006-7,1782
BK-2006-8,1782
BK-2006-9,1781
BK-2008-204,1838
BK-2008-209,1610
BK-2008-93,1670
BK-2009-271,1632
BK-2011-23,1480
BK-2011-22,1450
BK-2011-24,1480
BK-2011-4,1816
BK-2011-39,1776
BK-2011-38,1776
BK-2011-40,1776
BK-2011-41,1776
BK-2011-42,1776
BK-2011-44,1660
BK-2011-45,1670
BK-2012-11,1658
BK-2015-2,1626
BK-AM-37,1613
BK-AM-51-11,1652
