id,year
54809,1810
54810,1805
54811,1810
54814,1816
54817,1820
54818,1824
54819,1778
54820,1832
54821,1778
54822,1820
54823,1814
54824,1815
54825,1788
54826,1816
54827,1788
54829,1814
54830,1788
54833,1788
54834,1788
54837,1788
54839,1792
54840,1815
54841,1794
54844,1794
54845,1795
54846,1797
54847,1791
54848,1791
54849,1795
54850,1798
54851,1798
54852,1788
54853,1790
54854,1788
54855,1798
54857,1790
54858,1801
54859,1795
54860,1795
54861,1730
54862,1794
54863,1764
54864,1790
54865,1793
54866,1800
54867,1767
54868,1830
54869,1790
54870,1790
54871,1790
54872,1798
54873,1800
54877,1806
54878,1806
54879,1806
54880,1795
54881,1804
54882,1804
54883,1805
54885,1808
54886,1765
54887,1800
54888,1801
54889,1839
54892,1815
54898,1819
54915,1920
54925,1825
54926,1805
54927,1820
54930,1858
54931,1857
54935,1857
54938,1840
54940,1840
54942,1840
54944,1840
54951,1838
54952,1787
54959,1816
54960,1819
54962,1815
54965,1808
54977,1813
54981,1813
54990,1816
54991,1816
54994,1810
54995,1814
54996,1810
54997,1810
54998,1814
55007,1769
55012,1824
55013,1824
55014,1824
55015,1825
55016,1824
55017,1825
55018,1825
55019,1832
55020,1832
55021,1832
55022,1827
55023,1827
55024,1827
55025,1827
55028,1815
55029,1862
55033,1754
55034,1865
55035,1745
55038,1770
55039,1825
55040,1840
55041,1798
55042,1845
55043,1790
55044,1794
55045,1770
55049,1834
55050,1850
55051,1840
55052,1840
55053,1840
55054,1840
55056,1810
55057,1840
55058,1810
55059,1840
55061,1840
55062,1815
55063,1810
55075,1840
55076,1819
55077,1840
55078,1840
55079,1840
55080,1816
55081,1856
55082,1813
55084,1857
55093,1816
55095,1857
55096,1858
55105,1816
55112,1810
55113,1859
55114,1813
55116,1833
55119,1830
55120,1828
55121,1894
55122,1857
55123,1855
55125,1865
55126,1855
55127,1861
55129,1860
55130,1855
55131,1855
55132,1770
55133,1770
55134,1780
55135,1795
55137,1795
55138,1790
55139,1850
55140,1825
55141,1825
55142,1770
55143,1770
55144,1795
55145,1770
55148,1770
55149,1770
55151,1765
55152,1838
55153,1838
55154,1838
55155,1838
55156,1838
55157,1838
55158,1838
55159,1838
55160,1838
55161,1838
55162,1838
55163,1838
55164,1833
55165,1783
55166,1764
55167,1778
55168,1770
55169,1861
55170,1861
55171,1860
55172,1900
55173,1905
55175,1906
55176,1900
55177,1905
55180,1906
55181,1865
55182,1889
55183,1888
55184,1880
55185,1889
55186,1906
55187,1903
55188,1906
55189,1894
55190,1894
55191,1894
55192,1875
55193,1795
55194,1766
55195,1904
55196,1904
55197,1904
55198,1895
55199,1887
55200,1906
55201,1889
55204,1760
55205,1882
55206,1882
55207,1882
55208,1795
55209,1877
55210,1769
55211,1877
55212,1800
55213,1877
55214,1877
55215,1825
55216,1877
55217,1877
55218,1845
55219,1870
55220,1870
55221,1870
55223,1830
55224,1889
55225,1830
55226,1830
55227,1830
55228,1830
55229,1889
55230,1889
55231,1830
55232,1889
55233,1770
55234,1825
55235,1840
55236,1830
55237,1830
55238,1830
55239,1781
55241,1794
55242,1780
55243,1779
55244,1795
55246,1889
55247,1889
55248,1675
55249,1877
55250,1877
55251,1877
55252,1886
55253,1889
55254,1887
55255,1888
55256,1863
55257,1861
55258,1866
55259,1861
55260,1861
55261,1877
55262,1886
55263,1879
55264,1889
55265,1748
55266,1877
55267,1890
55268,1878
55269,1895
55270,1730
55272,1895
55274,1881
55275,1835
55276,1894
55278,1834
55281,1830
55282,1830
55283,1830
55284,1830
55285,1830
55286,1830
55287,1830
55288,1830
55289,1830
55290,1830
55291,1830
55295,1867
55306,1839
55307,1786
55308,1790
55309,1786
55311,1795
55312,1790
55313,1785
55315,1788
55316,1894
55317,1776
55318,1794
55319,1792
55320,1895
55321,1794
55322,1789
55323,1877
55325,1895
55326,1786
55327,1881
55328,1790
55330,1782
55331,1771
55332,1862
55333,1768
55334,1769
55335,1774
55336,1775
55337,1775
55338,1879
55339,1770
55340,1873
55341,1770
55342,1764
55343,1899
55344,1790
55345,1887
55346,1769
55347,1885
55348,1895
55349,1828
55350,1798
55352,1788
55356,1770
55357,1867
55358,1770
55359,1877
55360,1780
55361,1900
55362,1760
55363,1908
55366,1906
55369,1830
55370,1906
55371,1769
55373,1906
55375,1906
55381,1905
55382,1906
55383,1760
55386,1901
55387,1794
55388,1906
55389,1798
55390,1906
55391,1906
55392,1906
55393,1904
55394,1798
55395,1798
55396,1860
55397,1795
55398,1810
55399,1790
55400,1830
55401,1900
55402,1833
55403,1900
55404,1900
55406,1863
55407,1775
55408,1887
55410,1780
55411,1888
55412,1863
55414,1870
55419,1882
55420,1804
55421,1804
55422,1861
55423,1862
55424,1830
55427,1820
55433,1857
55434,1790
55437,1862
55439,1860
55440,1860
55441,1838
55442,1838
55443,1838
55444,1838
55445,1805
55446,1835
55447,1835
55448,1780
55449,1840
55451,1830
55452,1850
55453,1850
55454,1839
55455,1871
55456,1830
55457,1860
55458,1830
55459,1910
55460,1902
55461,1832
55462,1906
55463,1833
55464,1861
55465,1861
55466,1832
55467,1861
55468,1770
55469,1861
55470,1770
55471,1861
55475,1861
55477,1861
55478,1861
55479,1861
55480,1840
55481,1860
55482,1860
55483,1861
55484,1878
55485,1780
55486,1790
55487,1780
55489,1770
55490,1887
55492,1887
55493,1866
55494,1750
55496,1755
55497,1781
55498,1781
55499,1887
55500,1887
55502,1888
55503,1830
55504,1887
55505,1827
55507,1772
55508,1861
55509,1867
55510,1779
55511,1872
55512,1872
55513,1879
55514,1845
55515,1870
55518,1888
55519,1875
55521,1875
55522,1875
55523,1875
55524,1875
55525,1868
55526,1862
55527,1854
55528,1854
55529,1854
55530,1860
55531,1860
55532,1865
55533,1861
55534,1860
55535,1863
55536,1863
55539,1906
55540,1908
55543,1863
55544,1862
55545,1870
55546,1895
55547,1867
55548,1897
55549,1877
55550,1889
55551,1840
55552,1857
55553,1857
55556,1880
55557,1834
55558,1834
55559,1887
55560,1734
55561,1877
55562,1883
55563,1855
55564,1861
55565,1795
55566,1789
55567,1800
55568,1800
55571,1830
55574,1840
55577,1828
55579,1862
55580,1810
55583,1850
55585,1840
55586,1790
55587,1833
55588,1780
55589,1795
55593,1765
55594,1835
55596,1777
55597,1736
55602,1767
55603,1850
55604,1861
55605,1921
55606,1767
55607,1768
55608,1768
55609,1921
55610,1785
55611,1921
55612,1921
55613,1785
55614,1861
55615,1784
55616,1788
55617,1885
55618,1788
55619,1874
55622,1790
55623,1890
55624,1879
55625,1790
55626,1785
55636,1793
55639,1791
55640,1798
55641,1795
55644,1794
55645,1780
55646,1771
55647,1930
55700,1771
55701,1793
55702,1792
55703,1790
55704,1793
55705,1795
55706,1785
55707,1780
55708,1780
55709,1769
55710,1770
55711,1835
55712,1857
55713,1859
55714,1852
55715,1852
55716,1852
55717,1852
55718,1852
55719,1852
55722,1852
55724,1852
55725,1852
55728,1852
55729,1750
55733,1856
55734,1835
55735,1830
55736,1830
55737,1830
55738,1830
55739,1832
55740,1830
55741,1830
55742,1830
55743,1843
55744,1790
55745,1760
55746,1790
55747,1797
55748,1800
55769,1780
55781,1740
55796,1768
55797,1764
55802,1765
55803,1841
55804,1765
55814,1764
55815,1765
55818,1805
55819,1795
55820,1895
55821,1895
55822,1895
55823,1895
55824,1895
55825,1895
55826,1895
55827,1895
55828,1895
55829,1895
55830,1895
55831,1895
55832,1895
55833,1895
55834,1895
55835,1895
55836,1895
55837,1895
55838,1895
55839,1895
55840,1895
55841,1895
55842,1895
55843,1895
55844,1895
55845,1895
55846,1895
55847,1895
55848,1895
55849,1895
55850,1895
55851,1895
55852,1895
55853,1895
55854,1895
55855,1895
55856,1895
55857,1895
55858,1895
55859,1895
55860,1895
55861,1897
55862,1797
55863,1791
55864,1897
55865,1897
55866,1897
55867,1790
55868,1897
55869,1897
55870,1897
55871,1897
55872,1897
55873,1897
55874,1897
55875,1897
55876,1897
55877,1897
55878,1897
55879,1897
55880,1897
55881,1897
55882,1897
55883,1897
55884,1897
55885,1897
55886,1897
55887,1897
55888,1897
55889,1897
55890,1897
55891,1897
55892,1897
55893,1897
55894,1897
55895,1897
55897,1830
55898,1830
55900,1830
55901,1830
55902,1830
55903,1830
55904,1830
55905,1830
55906,1840
55907,1840
55908,1840
55909,1840
55911,1840
55912,1840
55913,1861
55914,1858
55915,1858
55916,1797
55917,1854
55918,1888
55919,1888
55920,1890
55921,1870
55922,1790
55944,1777
55946,1857
55950,1891
55951,1891
55952,1857
55954,1857
55958,1896
55966,1782
55981,1895
55986,1162
55988,1874
55989,1797
55991,1797
55992,1797
55993,1833
55994,1797
55995,1797
55996,1797
55997,1797
55998,1797
55999,1797
56000,1843
56001,1726
56002,1726
56003,1726
56004,1780
56005,1726
56006,1726
56007,1726
56008,1726
56009,1762
56010,1762
56011,1762
56012,1762
56013,1762
56014,1762
56015,1769
56016,1769
56017,1769
56018,1781
56019,1796
56020,1700
56021,1751
56022,1743
56023,1743
56024,1743
56025,1770
56026,1786
56035,1784
56050,1795
56054,1780
56056,1800
56063,1771
56096,1790
56098,1666
56103,1808
56104,1804
56112,1721
56119,1780
56128,1830
56131,1830
56132,1830
56133,1830
56135,1830
56136,1839
56137,1833
56138,1833
56139,1832
56140,1833
56141,1832
56142,1832
56143,1832
56145,1760
56146,1832
56147,1760
56148,1760
56149,1760
56150,1835
56151,1760
56157,1760
56171,1760
56172,1800
56175,1760
56178,1825
56183,1820
56196,1834
56202,1760
56210,1830
56212,1830
56213,1830
56214,1830
56215,1830
56216,1830
56217,1830
56229,1830
56235,1830
56238,1830
56239,1830
56240,1830
56241,1830
56242,1830
56258,1834
56346,1830
56349,1830
56353,1830
56357,1830
56360,1830
56365,1830
56373,1830
56376,1830
56384,1830
56385,1830
56386,1830
56387,1830
56388,1830
56389,1830
56390,1830
56391,1830
56392,1830
56393,1830
56394,1830
56395,1830
56396,1830
56411,1857
56417,1768
56419,1768
56420,1768
56422,1788
56423,1739
56424,1739
56425,1739
56426,1739
56427,1739
56428,1739
56429,1739
56490,1739
56491,1739
56492,1739
56493,1739
56494,1739
56495,1846
56496,1856
56498,1756
56501,1700
56502,1700
56507,1768
56508,1780
56519,1838
56550,1680
56551,1685
56552,1703
56554,1715
56555,1715
56556,1720
56588,1755
56590,1857
56591,1857
56593,1730
56594,1763
56595,1739
56596,1730
56597,1730
56598,1728
56599,1758
56600,1761
56601,1750
56602,1755
56603,1756
56604,1754
56605,1757
56606,1768
56607,1756
56608,1766
56609,1767
56610,1708
56612,1714
56613,1745
56614,1745
56615,1748
56617,1743
56670,1788
56671,1750
56676,1798
56677,1838
56678,1838
56680,1781
56684,1844
56686,1830
56689,1856
56692,1857
56699,1835
56723,1860
56724,1860
56727,1830
56728,1743
56729,1734
56730,1741
56732,1754
56733,1754
56734,1757
56736,1759
56737,1764
56738,1763
56739,1787
56740,1779
56741,1778
56742,1778
56743,1783
56744,1788
56745,1783
56746,1786
56748,1785
56749,1784
56750,1786
56751,1820
56752,1782
56753,1784
56754,1783
56755,1783
56756,1782
56757,1781
56758,1786
56760,1788
56761,1784
56762,1785
56763,1790
56764,1785
56765,1785
56766,1720
56768,1735
56769,1747
56775,1770
56776,1776
56777,1777
56778,1770
56779,1840
56780,1715
56781,1715
56782,1750
56785,1830
56786,1830
56787,1830
56789,1765
56791,1764
56792,1766
56793,1790
56796,1834
56798,1802
56800,1807
56806,1839
56807,1789
56808,1770
56809,1780
56810,1770
56811,1769
56812,1769
56813,1772
56814,1771
56815,1769
56816,1769
56817,1790
56818,1773
56819,1772
56820,1796
56821,1744
56822,1796
56824,1792
56825,1685
56826,1780
56827,1795
56828,1790
56829,1766
56830,1895
56831,1769
56832,1895
56833,1778
56834,1790
56835,1790
56836,1738
56837,1738
56838,1820
56839,1789
56840,1789
56841,1787
56842,1789
56843,1786
56844,1775
56845,1790
56846,1790
56847,1790
56848,1780
56849,1785
56850,1780
56851,1784
56852,1786
56853,1780
56862,1790
56863,1785
56864,1768
56865,1780
56866,1786
56867,1778
56868,1772
56869,1786
56870,1772
56871,1772
56872,1780
56873,1920
56874,1765
56875,1766
56876,1766
56877,1762
56878,1770
56880,1766
56881,1768
56882,1768
56883,1770
56884,1770
56885,1770
56887,1834
56888,1832
56889,1832
56890,1836
56891,1858
56892,1832
56893,1832
56894,1832
56895,1832
56896,1832
56897,1832
56898,1832
56899,1832
56900,1838
56901,1838
56902,1838
56903,1838
56904,1834
56905,1834
56906,1833
56907,1834
56908,1832
56910,1833
56912,1834
56913,1834
56915,1833
56916,1834
56917,1842
56918,1833
56919,1836
56920,1832
56921,1836
56922,1837
56923,1836
56924,1837
56925,1830
56926,1832
56928,1858
56929,1858
56930,1852
56931,1857
56932,1856
56933,1857
56934,1857
56935,1857
56936,1857
56937,1859
56938,1855
56939,1854
56940,1847
56941,1835
56942,1835
56943,1832
56944,1835
56945,1832
56946,1835
56947,1780
56948,1780
56949,1845
56950,1835
56951,1840
56952,1780
56953,1782
56954,1781
56956,1836
56957,1772
56958,1835
56959,1774
56960,1780
56961,1795
56962,1780
56963,1778
56964,1775
56965,1835
56966,1780
56967,1839
56968,1779
56969,1772
56970,1772
56971,1790
56972,1790
56973,1839
56974,1791
56975,1790
56976,1789
56978,1790
56979,1835
56980,1790
56981,1790
56982,1792
56983,1793
56984,1789
56985,1730
56986,1802
56987,1796
56988,1830
56989,1795
56990,1830
56991,1795
56992,1774
56993,1796
56994,1830
56995,1799
56996,1830
56997,1800
56998,1830
56999,1749
57000,1830
57001,1748
57002,1744
57003,1830
57004,1830
57005,1830
57006,1830
57007,1830
57008,1796
57009,1800
57010,1806
57011,1798
57012,1790
57013,1796
57014,1875
57015,1875
57017,1844
57019,1844
57021,1671
57023,1711
57024,1711
57025,1716
57026,1737
57027,1735
57028,1735
57029,1761
57030,1725
57031,1769
57032,1725
57033,1725
57034,1768
57035,1725
57036,1769
57037,1726
57040,1797
57041,1790
57042,1797
57043,1797
57044,1797
57045,1797
57046,1797
57047,1797
57048,1797
57049,1835
57050,1797
57051,1797
57052,1797
57053,1797
57054,1797
57055,1797
57056,1797
57057,1797
57058,1838
57059,1797
57060,1797
57061,1797
57062,1797
57063,1797
57064,1797
57065,1838
57066,1797
57067,1857
57068,1857
57069,1760
57070,1743
57071,1769
57072,1769
57073,1790
57074,1757
57075,1788
57076,1756
57077,1794
57078,1756
57079,1795
57080,1615
57081,1754
57082,1780
57083,1780
57084,1780
57085,1780
57086,1780
57087,1780
57088,1785
57089,1782
57090,1784
57091,1783
57092,1742
57093,1761
57094,1739
57095,1739
57096,1723
57097,1723
57098,1723
57099,1723
57100,1770
57101,1777
57102,1735
57103,1735
57104,1765
57105,1726
57107,1891
57113,1910
57114,1910
57115,1910
57116,1910
57117,1910
57118,1910
57120,1900
57121,1900
57122,1900
57123,1900
57124,1900
57125,1910
57127,1910
57128,1910
57129,1910
57130,1910
57131,1910
57132,1910
57133,1910
57134,1910
57155,1929
57161,1879
57168,1896
57180,1827
57185,1882
57187,1882
57188,1882
57189,1882
57190,1882
57191,1882
57192,1882
57193,1882
57194,1881
57196,1890
57197,1882
57198,1882
57229,1870
57235,1869
57810,1815
57985,1858
58000,1819
58001,1819
58002,1819
58003,1819
58042,1859
58043,1864
58253,1861
58258,1864
58260,1853
58261,1853
58262,1854
58263,1830
58449,1610
58450,1685
58451,1690
59025,1661
59669,1383
60789,1610
61278,1868
61429,1845
62002,1700
62028,1845
62029,1845
62030,1845
62031,1845
62032,1845
62150,1670
62743,1710
63185,1878
63196,1677
63333,1859
63342,1896
63357,1820
63358,1823
63359,1825
63361,1848
63364,1848
63371,1830
63374,1856
63376,1859
63378,1856
63381,1811
63384,1840
63397,1825
63640,1782
63789,1939
64533,1770
64534,1710
64535,1800
64839,1800
64843,1800
64851,1800
64852,1800
64872,1778
64890,1610
64891,1700
64892,1700
64893,1740
65002,1720
65003,1710
65013,1662
65038,1400
65075,1692
65122,1400
65123,1400
65124,1642
65385,1753
65555,1668
65584,1630
65590,1705
65594,1720
65595,1820
65620,1688
65640,1745
72263,1646
72419,1700
72545,1780
72573,1755
72589,1712
72606,1056
72618,1651
72710,1599
72711,1840
72712,1875
72719,1840
72720,1700
72721,1700
72722,1827
72752,1750
72769,1353
72825,1400
72826,1867
72827,1888
72828,1885
72829,1866
72830,1898
73148,1710
73149,1710
73159,1817
73169,1780
73192,1616
73193,1635
73202,1650
73260,1825
73261,1800
73295,1695
73296,1835
73299,1690
73358,1843
73359,1792
73391,1860
73392,1860
73393,1860
73394,1860
73395,1860
73396,1860
73397,1860
73398,1860
73399,1860
73400,1860
73401,1860
73402,1860
73403,1860
73405,1860
73406,1860
73407,1860
73408,1861
73409,1861
73410,1861
73411,1861
73412,1861
73413,1861
73414,1861
73415,1861
73416,1861
73417,1861
73419,1862
73420,1869
73422,1859
73423,1859
73424,1859
73425,1860
73426,1860
73427,1860
73428,1860
73429,1860
73430,1860
73431,1861
73432,1861
73433,1861
73434,1861
73435,1861
73436,1868
73437,1870
73438,1860
73439,1860
73440,1861
73441,1860
73442,1860
73443,1860
73444,1861
73445,1861
73446,1861
73447,1861
73448,1861
73449,1861
73450,1861
73451,1861
73453,1861
73454,1861
73455,1861
73457,1861
73458,1861
73459,1861
73460,1861
73461,1861
73462,1862
73463,1862
73464,1864
73465,1864
73466,1860
73467,1860
73468,1860
73469,1860
73470,1860
73471,1861
73472,1861
73473,1861
73474,1861
73475,1861
73476,1861
73477,1861
73478,1861
73480,1861
73481,1861
73482,1861
73483,1861
73484,1861
73485,1861
73486,1861
73487,1861
73488,1861
73489,1861
73490,1861
73491,1861
73492,1861
73493,1861
73494,1862
73495,1862
73497,1862
73499,1862
73500,1862
73501,1862
73502,1862
73503,1863
73504,1864
73505,1864
73506,1864
73507,1864
73508,1865
73509,1865
73510,1865
73511,1866
73512,1867
73514,1872
73515,1860
73516,1861
73517,1861
73518,1861
73519,1861
73520,1861
73521,1861
73522,1861
73523,1861
73524,1863
73525,1870
73526,1860
73527,1861
73528,1860
73529,1860
73530,1860
73531,1860
73532,1860
73533,1872
73534,1872
73535,1860
73536,1860
73537,1860
73538,1861
73539,1861
73540,1863
73541,1863
73542,1861
73543,1861
73544,1861
73545,1861
73546,1863
73547,1866
73548,1867
73549,1867
73550,1867
73551,1872
73552,1863
73553,1860
73554,1860
73555,1840
73559,1860
73560,1843
73563,1870
73567,1862
73572,1861
73573,1870
73574,1868
73575,1867
73582,1886
73598,1860
73602,1860
73603,1860
73604,1860
73605,1860
73606,1860
73611,1864
73616,1870
73617,1870
73618,1870
73619,1870
73620,1870
73621,1870
73622,1880
73623,1886
73624,1875
73625,1876
73626,1880
73628,1878
73632,1882
73646,1667
73650,1638
73652,1656
73681,1887
73691,1860
73817,1798
74448,1551
74652,1800
74653,1760
74658,1780
74659,1780
74660,1780
74669,1830
74674,1780
74675,1775
74677,1780
74682,1800
74683,1785
74685,1775
74691,1800
74692,1790
74715,1830
74716,1830
74719,1800
74730,1830
74743,1860
74744,1866
74749,1880
74750,1880
74813,1565
74818,1698
74846,1610
74847,1090
74850,1090
74851,1090
74852,1090
74853,1090
74854,1090
74855,1090
74856,1090
74857,1090
74858,1090
74859,1090
74860,1090
74861,1090
74862,1090
74863,1090
74864,1090
74865,1090
74866,1090
74867,1090
74868,1090
74869,1090
74870,1090
74871,1090
74872,1090
74873,1090
74874,1090
75235,1800
75250,1560
75265,1836
75298,1857
75299,1857
75300,1857
75301,1857
75302,1857
75612,1922
75745,1684
75815,1630
76555,1812
76556,1822
76557,1822
76558,1821
76559,1824
76560,1825
76561,1826
76562,1826
76563,1830
76564,1832
76565,1832
76566,1834
76567,1835
76568,1835
76569,1837
76571,1841
76572,1841
76573,1841
76574,1849
76575,1850
76576,1852
76577,1852
76578,1852
76580,1854
76581,1860
76582,1865
76811,1812
76969,1400
77012,1821
77013,1830
77014,1840
77166,1800
77168,1780
77179,1650
77196,1852
77870,1681
77872,1789
77873,1793
77874,1793
77875,1794
77876,1795
77877,1795
77880,1795
77881,1795
77903,1798
77916,1924
78056,1821
78060,1730
78125,1599
78134,1760
78135,1761
78139,1761
78143,1756
78145,1685
78146,1770
78147,1568
78149,1851
78155,1674
78157,1449
78188,1510
78189,1522
78190,1575
78194,1450
78195,1500
78196,1573
78197,1379
78252,1886
78255,1890
78256,1880
78257,1885
78259,1880
78264,1894
78569,1920
199800,1580
259569,1853
259595,1862
259596,1862
259597,1862
259598,1862
259599,1862
259600,1862
259601,1862
259602,1862
259604,1862
259605,1862
259606,1862
259607,1862
259608,1862
259609,1862
259610,1862
259611,1862
259681,1865
259683,1865
259722,1912
259727,1898
259729,1923
259730,1926
259735,1933
259797,1910
259815,1850
259825,1880
259827,1880
259897,1870
259898,1870
259899,1870
259900,1870
260056,1870
260057,1870
260058,1870
260059,1870
260060,1870
260061,1870
260062,1870
260063,1870
260064,1870
260065,1870
260066,1870
260067,1870
260068,1870
260069,1870
260070,1870
260071,1870
260072,1870
260073,1870
260074,1870
260075,1870
260089,1857
260090,1857
260106,1900
260107,1900
260108,1900
260109,1900
260110,1900
260111,1900
260112,1900
260113,1900
260114,1900
260115,1900
260117,1900
260118,1900
260119,1900
260120,1913
260121,1912
260122,1900
260123,1912
260124,1912
260125,1900
260128,1900
260129,1900
260130,1900
260131,1900
260132,1913
260133,1900
260134,1910
260135,1910
260136,1900
260137,1910
260139,1910
260140,1907
260141,1900
260142,1886
260143,1886
260145,1898
260146,1898
260149,1890
260152,1901
260153,1901
260154,1901
260155,1901
260158,1900
260160,1910
260161,1910
260164,1900
260165,1909
260166,1909
260167,1911
260168,1911
260169,1911
260171,1911
260172,1909
260173,1912
260175,1912
260177,1912
260178,1912
260179,1912
260180,1912
